filename	train_acc	val_acc	train_auc	val_auc	train_los	val_los	val_mmc	tn	fp	fn	tp	time	ep_stopped	index_fold	seed
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.98	0.818	0.997	0.889	0.106	0.287	0.389	8.0	1.0	1.0	1.0	228.935	92.0	1	1
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.98	0.818	0.996	0.944	0.115	0.261	0.389	8.0	1.0	1.0	1.0	247.378	110.0	1	2
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.818	1.0	0.944	0.048	0.223	0.389	8.0	1.0	1.0	1.0	269.051	251.0	1	3
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.949	0.818	0.989	0.944	0.152	0.298	0.0	9.0	0.0	2.0	0.0	286.509	63.0	1	4
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	1.0	1.0	1.0	0.055	0.152	1.0	9.0	0.0	0.0	2.0	307.913	209.0	1	5
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.97	0.909	0.994	1.0	0.136	0.171	0.81	7.0	1.0	0.0	3.0	325.744	66.0	1	6
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.909	0.818	0.988	1.0	0.18	0.294	0.516	8.0	0.0	2.0	1.0	348.541	45.0	1	7
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.909	0.818	0.979	0.833	0.202	0.603	0.516	8.0	0.0	2.0	1.0	365.485	40.0	1	8
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.909	0.818	0.965	0.708	0.246	0.522	0.516	8.0	0.0	2.0	1.0	382.464	20.0	1	9
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.96	0.727	0.992	0.875	0.129	0.367	0.241	7.0	1.0	2.0	1.0	401.386	77.0	2	0
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.98	0.818	0.998	0.889	0.097	0.337	0.389	8.0	1.0	1.0	1.0	420.71	112.0	2	1
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	1.0	1.0	1.0	0.013	0.066	1.0	9.0	0.0	0.0	2.0	448.661	500.0	2	2
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.909	0.818	0.96	0.611	0.268	0.461	0.0	9.0	0.0	2.0	0.0	467.211	20.0	2	3
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.929	0.818	0.971	0.889	0.219	0.315	0.0	9.0	0.0	2.0	0.0	488.013	30.0	2	4
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.899	0.818	0.985	0.611	0.259	0.451	0.389	8.0	1.0	1.0	1.0	507.645	21.0	2	5
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.98	0.818	0.999	1.0	0.072	0.276	0.516	8.0	0.0	2.0	1.0	532.451	153.0	2	6
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.98	0.909	0.999	0.958	0.083	0.217	0.77	8.0	0.0	1.0	2.0	554.189	147.0	2	7
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.98	0.818	0.999	1.0	0.101	0.209	0.516	8.0	0.0	2.0	1.0	574.477	126.0	2	8
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.818	1.0	0.958	0.051	0.258	0.542	7.0	1.0	1.0	2.0	599.461	256.0	2	9
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.949	0.909	0.987	0.875	0.169	0.261	0.81	7.0	1.0	0.0	3.0	620.404	58.0	3	0
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	1.0	1.0	1.0	0.013	0.03	1.0	9.0	0.0	0.0	2.0	651.578	500.0	3	1
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	1.0	1.0	1.0	0.01	0.076	1.0	9.0	0.0	0.0	2.0	680.98	500.0	3	2
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.859	0.909	0.968	0.722	0.272	0.389	0.671	9.0	0.0	1.0	1.0	700.269	20.0	3	3
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.909	1.0	0.889	0.049	0.224	0.671	9.0	0.0	1.0	1.0	726.263	228.0	3	4
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.929	0.818	0.989	0.944	0.173	0.294	0.389	8.0	1.0	1.0	1.0	745.647	52.0	3	5
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.98	0.909	0.998	0.958	0.106	0.248	0.77	8.0	0.0	1.0	2.0	767.895	107.0	3	6
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.939	0.636	0.973	0.75	0.214	0.41	-0.194	7.0	1.0	3.0	0.0	787.824	29.0	3	7
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.98	0.909	0.995	0.958	0.123	0.257	0.77	8.0	0.0	1.0	2.0	807.427	91.0	3	8
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.99	0.727	0.999	0.708	0.056	0.568	0.0	8.0	0.0	3.0	0.0	831.41	182.0	3	9
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.909	1.0	1.0	0.044	0.147	0.77	8.0	0.0	1.0	2.0	856.175	242.0	4	0
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	1.0	1.0	1.0	0.014	0.065	1.0	9.0	0.0	0.0	2.0	887.686	500.0	4	1
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.808	0.818	0.949	0.389	0.35	0.553	0.0	9.0	0.0	2.0	0.0	907.653	10.0	4	2
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.99	0.909	0.999	1.0	0.074	0.191	0.671	9.0	0.0	1.0	1.0	930.917	153.0	4	3
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.818	1.0	0.944	0.044	0.271	0.0	9.0	0.0	2.0	0.0	957.808	271.0	4	4
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.96	0.909	0.987	0.944	0.149	0.202	0.671	9.0	0.0	1.0	1.0	979.468	72.0	4	5
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.848	0.727	0.953	0.75	0.332	0.544	0.0	8.0	0.0	3.0	0.0	1000.753	13.0	4	6
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.98	0.909	0.995	0.875	0.132	0.316	0.81	7.0	1.0	0.0	3.0	1026.724	77.0	4	7
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.929	0.636	0.967	0.875	0.221	0.419	0.261	5.0	3.0	1.0	2.0	1047.499	31.0	4	8
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.909	1.0	1.0	0.031	0.188	0.77	8.0	0.0	1.0	2.0	1075.602	324.0	4	9
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.939	0.909	0.989	1.0	0.158	0.201	0.77	8.0	0.0	1.0	2.0	1097.815	60.0	5	0
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.828	0.818	0.927	0.778	0.361	0.404	0.0	9.0	0.0	2.0	0.0	1117.85	9.0	5	1
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.97	0.909	0.998	0.944	0.114	0.232	0.671	9.0	0.0	1.0	1.0	1138.772	72.0	5	2
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.909	1.0	1.0	0.016	0.143	0.671	9.0	0.0	1.0	1.0	1171.257	500.0	5	3
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.97	0.818	0.989	0.889	0.143	0.382	0.389	8.0	1.0	1.0	1.0	1193.049	66.0	5	4
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.859	0.818	0.945	0.611	0.313	0.516	0.0	9.0	0.0	2.0	0.0	1215.114	11.0	5	5
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	0.949	0.818	0.995	1.0	0.129	0.349	0.516	8.0	0.0	2.0	1.0	1237.783	60.0	5	6
/Users/dcongtinh/gene-abundance/experiment/results/excute_time//fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_160858c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	1.0	1.0	1.0	0.017	0.067	1.0	8.0	0.0	0.0	3.0	1272.154	500.0	5	7
