filename	train_acc	val_acc	train_auc	val_auc	train_los	val_los	val_mmc	tn	fp	fn	tp	time	ep_stopped	index_fold	seed
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.991	0.692	1.0	0.725	0.129	0.654	0.318	7.0	1.0	3.0	2.0	241.429	24.0	1	1
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	1.0	0.769	1.0	1.0	0.007	0.344	0.625	5.0	3.0	0.0	5.0	265.351	214.0	1	2
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	1.0	0.923	1.0	1.0	0.002	0.171	0.843	8.0	0.0	1.0	4.0	292.671	371.0	1	3
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	1.0	0.833	1.0	0.771	0.062	0.535	0.714	5.0	2.0	0.0	5.0	313.104	46.0	1	4
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	1.0	0.833	1.0	0.857	0.056	0.393	0.683	7.0	0.0	2.0	3.0	333.688	55.0	1	5
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.982	0.833	0.998	0.771	0.175	0.509	0.657	6.0	1.0	1.0	4.0	352.65	18.0	1	6
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.991	0.667	0.994	0.743	0.207	0.618	0.314	5.0	2.0	2.0	3.0	369.788	16.0	1	7
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	1.0	0.917	1.0	0.914	0.03	0.346	0.837	7.0	0.0	1.0	4.0	389.456	82.0	1	8
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.927	0.636	0.96	0.75	0.308	0.581	0.134	6.0	1.0	3.0	1.0	409.896	8.0	1	9
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.973	0.727	0.985	0.857	0.219	0.495	0.449	5.0	2.0	1.0	3.0	426.744	16.0	2	0
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	1.0	1.0	1.0	1.0	0.001	0.046	1.0	8.0	0.0	0.0	5.0	460.31	500.0	2	1
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.935	0.846	0.964	0.775	0.293	0.539	0.675	7.0	1.0	1.0	4.0	482.616	9.0	2	2
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.944	0.846	0.973	0.875	0.271	0.434	0.693	8.0	0.0	2.0	3.0	508.061	11.0	2	3
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	1.0	0.917	1.0	1.0	0.001	0.186	0.837	7.0	0.0	1.0	4.0	538.16	500.0	2	4
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	1.0	0.833	1.0	0.886	0.027	0.344	0.657	6.0	1.0	1.0	4.0	556.321	82.0	2	5
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.982	0.75	0.996	0.829	0.174	0.496	0.478	6.0	1.0	2.0	3.0	576.115	20.0	2	6
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.982	0.917	1.0	0.857	0.122	0.362	0.837	7.0	0.0	1.0	4.0	596.095	29.0	2	7
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.963	0.667	0.995	0.629	0.186	0.742	0.314	5.0	2.0	2.0	3.0	618.017	16.0	2	8
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	1.0	0.727	1.0	0.964	0.061	0.47	0.571	4.0	3.0	0.0	4.0	638.406	48.0	2	9
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.964	0.636	0.987	0.643	0.211	0.72	0.134	6.0	1.0	3.0	1.0	655.015	13.0	3	0
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	1.0	0.769	1.0	0.825	0.024	0.538	0.537	6.0	2.0	1.0	4.0	681.202	92.0	3	1
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.981	0.769	1.0	0.75	0.155	0.53	0.501	7.0	1.0	2.0	3.0	699.692	24.0	3	2
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.954	0.692	0.995	0.875	0.185	0.512	0.415	5.0	3.0	1.0	4.0	719.593	19.0	3	3
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.945	0.583	0.994	0.771	0.212	0.577	0.12	5.0	2.0	3.0	2.0	738.38	17.0	3	4
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	1.0	1.0	1.0	1.0	0.001	0.044	1.0	7.0	0.0	0.0	5.0	772.535	500.0	3	5
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.917	0.75	0.975	0.771	0.284	0.613	0.478	6.0	1.0	2.0	3.0	795.641	9.0	3	6
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.991	0.833	1.0	0.857	0.1	0.592	0.683	7.0	0.0	2.0	3.0	814.333	31.0	3	7
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	1.0	0.917	1.0	1.0	0.011	0.259	0.837	7.0	0.0	1.0	4.0	836.425	147.0	3	8
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.973	0.818	0.999	0.857	0.161	0.401	0.624	7.0	0.0	2.0	2.0	855.118	21.0	3	9
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.991	0.636	1.0	0.786	0.099	0.463	0.214	5.0	2.0	2.0	2.0	874.213	35.0	4	0
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.981	0.846	0.992	0.8	0.198	0.553	0.675	7.0	1.0	1.0	4.0	892.525	14.0	4	1
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.824	0.846	0.941	0.75	0.349	0.656	0.675	7.0	1.0	1.0	4.0	915.606	6.0	4	2
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	1.0	0.769	1.0	0.925	0.031	0.387	0.501	7.0	1.0	2.0	3.0	938.881	71.0	4	3
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.982	0.75	0.995	0.686	0.187	0.636	0.529	7.0	0.0	3.0	2.0	960.454	16.0	4	4
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	1.0	0.917	1.0	0.943	0.012	0.285	0.845	6.0	1.0	0.0	5.0	985.828	153.0	4	5
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	1.0	0.917	1.0	0.886	0.091	0.426	0.837	7.0	0.0	1.0	4.0	1007.256	38.0	4	6
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	1.0	0.833	1.0	0.943	0.008	0.406	0.683	7.0	0.0	2.0	3.0	1034.411	172.0	4	7
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.963	0.75	0.989	0.829	0.201	0.512	0.507	5.0	2.0	1.0	4.0	1055.683	14.0	4	8
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.982	0.909	1.0	0.964	0.121	0.331	0.828	6.0	1.0	0.0	4.0	1075.729	29.0	4	9
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	1.0	0.727	1.0	0.893	0.055	0.328	0.449	5.0	2.0	1.0	3.0	1096.824	57.0	5	0
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.972	0.615	1.0	0.575	0.133	0.788	0.22	5.0	3.0	2.0	3.0	1117.904	22.0	5	1
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.991	0.769	1.0	0.875	0.115	0.411	0.501	7.0	1.0	2.0	3.0	1139.076	29.0	5	2
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.972	0.769	0.991	0.85	0.202	0.465	0.539	8.0	0.0	3.0	2.0	1163.115	14.0	5	3
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	1.0	0.917	1.0	1.0	0.005	0.238	0.845	6.0	1.0	0.0	5.0	1187.143	242.0	5	4
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	1.0	0.917	1.0	0.943	0.004	0.217	0.837	7.0	0.0	1.0	4.0	1213.23	291.0	5	5
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.982	0.833	0.996	0.743	0.197	0.647	0.657	6.0	1.0	1.0	4.0	1232.701	16.0	5	6
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_rainbow/colgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0rainbow_nb10_auy_0.0_1.0qtf1000/a10_vgg16caffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_174712c255.0di-1ch3dfc0.0file_sum_ok.txt	0.927	0.75	0.965	0.771	0.295	0.568	0.529	7.0	0.0	3.0	2.0	1254.854	8.0	5	7
