filename	train_acc	val_acc	train_auc	val_auc	train_los	val_los	val_mmc	tn	fp	fn	tp	time	ep_stopped	index_fold	seed
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.923	0.87	0.987	0.932	0.207	0.314	0.74	9.0	2.0	1.0	11.0	548.677	100.0	1	5
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.885	0.826	0.967	0.886	0.29	0.425	0.659	8.0	3.0	1.0	11.0	577.586	38.0	1	6
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.981	0.913	0.999	0.955	0.084	0.243	0.84	11.0	0.0	2.0	10.0	613.618	274.0	1	7
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	1.0	1.0	1.0	0.035	0.057	1.0	11.0	0.0	0.0	12.0	659.489	500.0	1	8
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.938	0.87	0.988	0.947	0.202	0.342	0.763	8.0	3.0	0.0	12.0	692.645	106.0	1	9
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.971	0.826	0.996	0.947	0.126	0.357	0.664	10.0	1.0	3.0	9.0	728.382	200.0	2	0
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.865	0.875	0.959	0.924	0.309	0.364	0.775	9.0	3.0	0.0	12.0	760.443	22.0	2	1
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.958	1.0	0.986	0.053	0.138	0.92	11.0	1.0	0.0	12.0	805.268	403.0	2	2
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.947	0.783	0.99	0.924	0.193	0.408	0.568	9.0	3.0	2.0	9.0	838.61	143.0	2	3
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.933	0.87	0.984	0.962	0.195	0.272	0.74	11.0	1.0	2.0	9.0	870.987	87.0	2	4
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.957	0.913	0.992	0.886	0.153	0.393	0.84	11.0	0.0	2.0	10.0	906.359	165.0	2	5
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.943	0.87	0.988	0.985	0.183	0.223	0.763	8.0	3.0	0.0	12.0	940.65	111.0	2	6
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.981	0.826	0.994	0.939	0.132	0.357	0.699	11.0	0.0	4.0	8.0	980.481	198.0	2	7
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.909	0.783	0.973	0.879	0.257	0.438	0.589	10.0	1.0	4.0	8.0	1013.234	48.0	2	8
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.986	0.87	0.998	0.955	0.091	0.277	0.742	10.0	1.0	2.0	10.0	1052.836	245.0	2	9
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.938	0.957	0.991	0.962	0.182	0.259	0.917	11.0	0.0	1.0	11.0	1085.762	127.0	3	0
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.899	0.792	0.97	0.833	0.255	0.487	0.585	10.0	2.0	3.0	9.0	1118.459	36.0	3	1
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.966	0.958	0.993	0.986	0.153	0.19	0.92	12.0	0.0	1.0	11.0	1153.163	146.0	3	2
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.943	0.87	0.988	0.939	0.188	0.266	0.74	11.0	1.0	2.0	9.0	1188.134	110.0	3	3
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.895	0.913	0.97	0.947	0.28	0.382	0.826	11.0	1.0	1.0	10.0	1220.52	40.0	3	4
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.957	1.0	1.0	0.037	0.079	0.917	11.0	0.0	1.0	11.0	1268.266	500.0	3	5
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.943	0.87	0.989	0.97	0.178	0.306	0.768	11.0	0.0	3.0	9.0	1302.169	121.0	3	6
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.976	0.826	0.997	0.932	0.121	0.407	0.652	9.0	2.0	2.0	10.0	1339.131	181.0	3	7
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.895	0.87	0.975	0.932	0.237	0.338	0.742	10.0	1.0	2.0	10.0	1372.823	47.0	3	8
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.826	1.0	0.955	0.037	0.246	0.652	9.0	2.0	2.0	10.0	1426.39	500.0	3	9
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.913	1.0	0.939	0.045	0.273	0.826	10.0	1.0	1.0	11.0	1478.582	500.0	4	0
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.995	0.875	0.999	0.958	0.07	0.277	0.753	11.0	1.0	2.0	10.0	1521.702	288.0	4	1
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.88	0.792	0.968	0.868	0.292	0.455	0.602	11.0	1.0	4.0	8.0	1553.824	20.0	4	2
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.99	0.957	0.998	0.992	0.093	0.109	0.916	12.0	0.0	1.0	10.0	1594.13	282.0	4	3
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.913	1.0	0.977	0.031	0.169	0.826	11.0	1.0	1.0	10.0	1644.518	500.0	4	4
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.971	0.826	0.993	0.955	0.158	0.319	0.652	9.0	2.0	2.0	10.0	1682.095	183.0	4	5
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.99	0.913	0.999	0.947	0.087	0.272	0.84	11.0	0.0	2.0	10.0	1725.277	278.0	4	6
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.871	0.87	0.969	0.864	0.293	0.438	0.74	9.0	2.0	1.0	11.0	1758.683	30.0	4	7
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.995	0.913	0.999	0.977	0.076	0.179	0.84	11.0	0.0	2.0	10.0	1807.702	367.0	4	8
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.99	0.913	0.997	0.939	0.096	0.409	0.837	9.0	2.0	0.0	12.0	1846.486	230.0	4	9
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.871	0.826	0.956	0.924	0.311	0.366	0.664	10.0	1.0	3.0	9.0	1879.789	23.0	5	0
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.933	0.875	0.988	0.91	0.215	0.441	0.775	9.0	3.0	0.0	12.0	1915.633	69.0	5	1
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.928	0.833	0.989	0.965	0.181	0.352	0.676	11.0	1.0	3.0	9.0	1951.357	99.0	5	2
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.913	1.0	0.992	0.034	0.174	0.84	10.0	2.0	0.0	11.0	2001.775	500.0	5	3
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.913	1.0	0.97	0.042	0.19	0.826	11.0	1.0	1.0	10.0	2058.337	500.0	5	4
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.909	0.87	0.974	0.955	0.249	0.306	0.742	10.0	1.0	2.0	10.0	2091.781	62.0	5	5
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.938	0.826	0.984	0.917	0.202	0.341	0.659	8.0	3.0	1.0	11.0	2126.46	102.0	5	6
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.919	0.826	0.983	0.947	0.214	0.315	0.652	9.0	2.0	2.0	10.0	2164.118	81.0	5	7
/home/ubuntu/gene-abundance/experiment/__results__/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200226_164933c255.0di-1ch1dfc0.0file_sum_ok.txt	0.986	0.783	0.997	0.886	0.096	0.399	0.565	8.0	3.0	2.0	10.0	2206.057	235.0	5	8
